time,speed,rpm,fuel_efficiency,engine_temp,throttle,gear,fault_code,fuel
395,4.54,2521.09,5.0,75.0,38.3,1,0,10.420841683366731
396,4.31,2469.51,5.0,75.0,34.05,1,0,10.320641282565127
397,3.61,2312.28,5.0,75.0,28.8,1,0,10.220440881763523
398,3.94,2386.32,5.0,75.0,22.21,1,0,10.120240480961925
399,3.0,2174.87,5.0,75.0,30.2,1,0,10.02004008016032
400,4.13,2428.81,5.0,75.0,29.25,1,0,9.919839679358716
401,3.32,2247.21,5.0,75.0,37.49,1,0,9.819639278557112
402,3.1,2197.18,5.0,75.0,23.74,1,0,9.719438877755508
403,3.02,2179.88,5.0,75.0,27.02,1,0,9.619238476953903
404,4.08,2417.62,5.0,75.0,31.08,1,0,9.519038076152306
405,5.27,2685.62,5.0,75.0,38.03,1,0,9.418837675350701
406,6.63,2991.03,5.0,75.0,20.5,1,0,9.318637274549097
407,7.81,3258.19,5.0,75.0,25.49,1,0,9.218436873747493
408,7.22,3124.96,5.0,75.0,32.25,1,0,9.118236472945888
409,7.9,3278.01,5.0,75.0,37.9,1,0,9.018036072144284
410,7.02,3078.52,5.0,75.0,38.65,1,0,8.917835671342687
411,5.97,2842.2,5.0,75.0,21.8,1,0,8.817635270541082
412,4.81,2581.49,5.0,75.0,22.78,1,0,8.717434869739478
413,4.15,2434.11,5.0,75.0,32.08,1,0,8.617234468937873
414,4.94,2610.52,5.0,75.0,25.25,1,0,8.517034068136269
415,6.33,2924.93,5.0,75.0,20.16,1,0,8.416833667334672
416,5.43,2722.24,5.0,75.0,38.95,1,0,8.316633266533067
417,5.25,2681.98,5.0,75.0,34.14,1,0,8.216432865731463
418,4.71,2559.09,5.0,75.0,31.08,1,0,8.116232464929858
419,3.33,2250.17,5.0,75.0,20.22,1,0,8.016032064128254
420,2.23,2001.66,5.0,75.0,33.29,1,0,7.9158316633266494
421,2.03,1956.33,5.0,75.0,23.95,1,0,7.815631262525052
422,0.88,1697.17,5.0,75.0,20.46,1,0,7.715430861723448
423,2.24,2003.79,5.0,75.0,22.85,1,0,7.615230460921843
424,0.94,1712.14,5.0,75.0,22.16,1,0,7.515030060120239
425,0.84,1688.43,5.0,75.0,39.03,1,0,7.4148296593186345
426,1.68,1877.16,5.0,75.0,32.04,1,0,7.31462925851703
427,1.24,1780.09,5.0,75.0,38.94,1,0,7.214428857715433
428,1.48,1833.46,5.0,75.0,24.64,1,0,7.114228456913828
429,2.82,2133.96,5.0,75.0,26.27,1,0,7.014028056112224
430,1.66,1873.84,5.0,75.0,36.74,1,0,6.9138276553106195
431,2.66,2099.29,5.0,75.0,22.81,1,0,6.813627254509015
432,3.35,2254.38,5.0,75.0,23.29,1,0,6.713426853707411
433,2.79,2127.93,5.0,75.0,23.56,1,0,6.613226452905813
434,2.5,2062.8,5.0,75.0,27.97,1,0,6.513026052104209
435,2.15,1983.87,5.0,75.0,37.43,1,0,6.4128256513026045
436,3.51,2288.71,5.0,75.0,38.93,1,0,6.312625250501
437,2.54,2070.89,5.0,75.0,37.25,1,0,6.212424849699396
438,1.05,1736.34,5.0,75.0,25.48,1,0,6.112224448897791
439,1.95,1938.35,5.0,75.0,22.67,1,0,6.012024048096194
440,3.21,2223.26,5.0,75.0,35.02,1,0,5.9118236472945895
441,4.02,2404.96,5.0,75.0,28.58,1,0,5.811623246492985
442,3.64,2318.43,5.0,75.0,24.88,1,0,5.711422845691381
443,3.4,2264.21,5.0,75.0,39.63,1,0,5.611222444889776
444,4.66,2548.87,5.0,75.0,38.66,1,0,5.511022044088172
445,5.56,2750.17,5.0,75.0,28.66,1,0,5.410821643286575
446,5.41,2716.51,5.0,75.0,34.89,1,0,5.31062124248497
447,4.59,2532.77,5.0,75.0,23.99,1,0,5.210420841683366
448,5.36,2705.23,5.0,75.0,32.1,1,0,5.110220440881761
449,4.7,2558.3,5.0,75.0,29.63,1,0,5.010020040080157
450,2.07,1965.41,5.0,75.0,0.0,1,0,4.9098196392785525
451,0.25,1557.32,5.0,75.0,0.0,1,P0455,4.809619238476955
452,0.0,1500.0,5.0,75.0,0.0,1,0,4.709418837675351
453,0.0,1500.0,5.0,75.0,0.0,1,0,4.609218436873746
454,0.0,1500.0,5.0,75.0,0.0,1,0,4.509018036072142
455,0.0,1500.0,5.0,75.0,0.0,1,0,4.4088176352705375
456,0.0,1500.0,5.0,75.0,0.0,1,0,4.308617234468933
457,0.0,1500.0,5.0,75.0,0.0,1,0,4.208416833667336
458,0.0,1500.0,5.0,75.0,0.0,1,0,4.108216432865731
459,0.0,1500.0,5.0,75.0,0.0,1,0,4.008016032064127
460,0.0,1500.0,5.0,75.0,0.0,1,0,3.9078156312625225
461,0.0,1500.0,5.0,75.0,0.0,1,0,3.807615230460918
462,0.0,1500.0,5.0,75.0,0.0,1,0,3.707414829659321
463,0.0,1500.0,5.0,75.0,0.0,1,0,3.6072144288577164
464,0.0,1500.0,5.0,75.0,0.0,1,0,3.507014028056112
465,0.0,1500.0,5.0,75.0,0.0,1,0,3.4068136272545075
466,0.0,1500.0,5.0,75.0,0.0,1,0,3.306613226452903
467,0.0,1500.0,5.0,75.0,0.0,1,0,3.2064128256512987
468,0.0,1500.0,5.0,75.0,0.0,1,0,3.1062124248497014
469,0.0,1500.0,5.0,75.0,0.0,1,0,3.006012024048097
470,0.0,1500.0,5.0,75.0,0.0,1,0,2.9058116232464926
471,0.0,1500.0,5.0,75.0,0.0,1,0,2.805611222444888
472,0.0,1500.0,5.0,75.0,0.0,1,0,2.7054108216432837
473,0.0,1500.0,5.0,75.0,0.0,1,0,2.6052104208416793
474,0.0,1500.0,5.0,75.0,0.0,1,0,2.505010020040082
475,0.0,1500.0,5.0,75.0,0.0,1,0,2.4048096192384776
476,0.0,1500.0,5.0,75.0,0.0,1,0,2.304609218436873
477,0.0,1500.0,5.0,75.0,0.0,1,0,2.2044088176352687
478,0.0,1500.0,5.0,75.0,0.0,1,0,2.1042084168336643
479,0.0,1500.0,5.0,75.0,0.0,1,0,2.00400801603206
480,0.0,1500.0,5.0,75.0,0.0,1,0,1.9038076152304626
481,0.0,1500.0,5.0,75.0,0.0,1,0,1.8036072144288582
482,0.0,1500.0,5.0,75.0,0.0,1,0,1.7034068136272538
483,0.0,1500.0,5.0,75.0,0.0,1,0,1.6032064128256494
484,0.0,1500.0,5.0,75.0,0.0,1,0,1.503006012024045
485,0.0,1500.0,5.0,75.0,0.0,1,0,1.4028056112224405
486,0.0,1500.0,5.0,75.0,0.0,1,0,1.3026052104208432
487,0.0,1500.0,5.0,75.0,0.0,1,0,1.2024048096192388
488,0.0,1500.0,5.0,75.0,0.0,1,0,1.1022044088176344
489,0.0,1500.0,5.0,75.0,0.0,1,0,1.00200400801603
490,0.0,1500.0,5.0,75.0,0.0,1,0,0.9018036072144255
491,0.0,1500.0,5.0,75.0,0.0,1,0,0.8016032064128211
492,0.0,1500.0,5.0,75.0,0.0,1,0,0.7014028056112238
493,0.0,1500.0,5.0,75.0,0.0,1,0,0.6012024048096194
494,0.0,1500.0,5.0,75.0,0.0,1,0,0.501002004008015
495,0.0,1500.0,5.0,75.0,0.0,1,0,0.40080160320641056
496,0.0,1500.0,5.0,75.0,0.0,1,0,0.30060120240480614
497,0.0,1500.0,5.0,75.0,0.0,1,0,0.20040080160320173
498,0.0,1500.0,5.0,75.0,0.0,1,0,0.10020040080160442
499,0.0,1500.0,5.0,75.0,0.0,1,0,0.0
